Ano,Mês/Ano,Estado,Bacia,Campo,Poço,Ambiente,Instalação,Produção de Óleo (m³),Produção de Condensado (m³),Produção de Gás Associado (Mm³),Produção de Gás Não Associado (Mm³),Produção de Água (m³),Injeção de Gás (Mm³),Injeção de Água para Recuperação Secundária (m³),Injeção de Água para Descarte (m³),Injeção de Gás Carbônico (Mm³),Injeção de Nitrogênio (Mm³),Injeção de Vapor de Água (t),Injeção de Polímeros (m³),Injeção de Outros Fluidos (m³)
2021,04/2021,Alagoas,Alagoas,ANAMBÉ,1-BRSA-313D-AL,Terra,Não Informado,0,0,0,0,0,,,,,,,,
2021,04/2021,Alagoas,Alagoas,ANAMBÉ,1-BRSA-513D-AL,Terra,Não Informado,0,0,0,0,0,,,,,,,,
"2021,04/2021,Alagoas,Alagoas,ANAMBÉ,7-ANB-10D-AL,Terra,Estação Coletora de Furado,""87,557"",0,""33,74412"",0,""993,404"",,,,,,,,"
"2021,04/2021,Alagoas,Alagoas,ANAMBÉ,7-ANB-11-AL,Terra,Estação Coletora de Furado,""21,332"",0,""21,32225"",0,""8,715"",,,,,,,,"
"2021,04/2021,Alagoas,Alagoas,ANAMBÉ,7-ANB-12D-AL,Terra,Estação Coletora de Furado,""82,403"",0,""28,68775"",0,""449,218"",,,,,,,,"
"2021,04/2021,Alagoas,Alagoas,ANAMBÉ,7-ANB-13D-AL,Terra,Estação Coletora de Furado,""58,536"",0,""22,02993"",0,""33,645"",,,,,,,,"
"2021,04/2021,Alagoas,Alagoas,ANAMBÉ,7-ANB-14D-AL,Terra,Estação Coletora de Furado,""54,591"",0,""41,02436"",0,""126,173"",,,,,,,,"
2021,04/2021,Alagoas,Alagoas,ANAMBÉ,7-ANB-15D-AL,Terra,Não Informado,0,0,0,0,0,,,,,,,,
"2021,04/2021,Alagoas,Alagoas,ANAMBÉ,7-ANB-16D-AL,Terra,Estação Coletora de Furado,""1299,429"",0,""823,98673"",0,""2068,342"",,,,,,,,"
"2021,04/2021,Alagoas,Alagoas,ANAMBÉ,7-ANB-1D-AL,Terra,Estação Coletora de Furado,""68,044"",0,""59,80048"",0,""80,319"",,,,,,,,"
2021,04/2021,Alagoas,Alagoas,ANAMBÉ,7-ANB-2D-AL,Terra,Não Informado,0,0,0,0,0,,,,,,,,
"2021,04/2021,Alagoas,Alagoas,ANAMBÉ,7-ANB-3-AL,Terra,Estação Coletora de Furado,0,0,0,""449,51442"",0,,,,,,,,"
"2021,04/2021,Alagoas,Alagoas,ANAMBÉ,7-ANB-4D-AL,Terra,Estação Coletora de Furado,""7,75"",0,""2,38556"",0,""13,898"",,,,,,,,"
2021,04/2021,Alagoas,Alagoas,ANAMBÉ,7-ANB-6DP-AL,Terra,Não Informado,0,0,0,0,0,,,,,,,,
"2021,04/2021,Alagoas,Alagoas,ANAMBÉ,7-ANB-7D-AL,Terra,Estação Coletora de Furado,""736,036"",0,""202,15508"",0,""3940,55"",,,,,,,,"
2021,04/2021,Alagoas,Alagoas,ANAMBÉ,7-ANB-8D-AL,Terra,Não Informado,0,0,0,0,0,,,,,,,,
"2021,04/2021,Alagoas,Alagoas,ANAMBÉ,7-ANB-9-AL,Terra,Estação Coletora de Furado,0,""78,615"",0,""341,15853"",""6,66"",,,,,,,,"
"2021,04/2021,Alagoas,Alagoas,ARAPAÇU,1-BRSA-935-AL,Terra,Estação Coletora de Furado,0,0,0,""88,37701"",0,,,,,,,,"
2021,04/2021,Alagoas,Alagoas,CIDADE DE SÃO MIGUEL DOS CAMPOS,1-CSMC-1-AL,Terra,Não Informado,0,0,0,0,0,,,,,,,,
2021,04/2021,Alagoas,Alagoas,CIDADE DE SÃO MIGUEL DOS CAMPOS,3-BRSA-829DP-AL,Terra,Não Informado,0,0,0,0,0,,,,,,,,
2021,04/2021,Alagoas,Alagoas,CIDADE DE SÃO MIGUEL DOS CAMPOS,3-CSMC-11-AL,Terra,Não Informado,0,0,0,0,0,,,,,,,,
2021,04/2021,Alagoas,Alagoas,CIDADE DE SÃO MIGUEL DOS CAMPOS,3-CSMC-14-AL,Terra,Não Informado,0,0,0,0,0,,,,,,,,
2021,04/2021,Alagoas,Alagoas,CIDADE DE SÃO MIGUEL DOS CAMPOS,3-CSMC-6-AL,Terra,Não Informado,0,0,0,0,0,,,,,,,,
2021,04/2021,Alagoas,Alagoas,CIDADE DE SÃO MIGUEL DOS CAMPOS,3-CSMC-7-AL,Terra,Não Informado,0,0,0,0,0,,,,,,,,
"2021,04/2021,Alagoas,Alagoas,CIDADE DE SÃO MIGUEL DOS CAMPOS,3-CSMC-8-AL,Terra,Cidade São Miguel dos Campos,""4,979"",0,""1,39811"",0,""1,945"",,,,,,,,"
"2021,04/2021,Alagoas,Alagoas,CIDADE DE SÃO MIGUEL DOS CAMPOS,4-CSMC-4-AL,Terra,Estação Coletora de Furado,0,0,""331,79707"",0,0,,,,,,,,"
2021,04/2021,Alagoas,Alagoas,CIDADE DE SÃO MIGUEL DOS CAMPOS,5-CSMC-9-AL,Terra,Não Informado,0,0,0,0,0,,,,,,,,
2021,04/2021,Alagoas,Alagoas,CIDADE DE SÃO MIGUEL DOS CAMPOS,7-CSMC-12-AL,Terra,Não Informado,0,0,0,0,0,,,,,,,,
2021,04/2021,Alagoas,Alagoas,CIDADE DE SÃO MIGUEL DOS CAMPOS,7-CSMC-13-AL,Terra,Não Informado,0,0,0,0,0,,,,,,,,
"2021,04/2021,Alagoas,Alagoas,CIDADE DE SÃO MIGUEL DOS CAMPOS,7-CSMC-15-AL,Terra,Estação Coletora de Furado,0,0,0,""360,75525"",0,,,,,,,,"
2021,04/2021,Alagoas,Alagoas,CIDADE DE SÃO MIGUEL DOS CAMPOS,7-CSMC-16-AL,Terra,Não Informado,0,0,0,0,0,,,,,,,,
2021,04/2021,Alagoas,Alagoas,CIDADE DE SÃO MIGUEL DOS CAMPOS,7-CSMC-17-AL,Terra,Não Informado,0,0,0,0,0,,,,,,,,
2021,04/2021,Alagoas,Alagoas,CIDADE DE SÃO MIGUEL DOS CAMPOS,7-CSMC-19-AL,Terra,Não Informado,0,0,0,0,0,,,,,,,,
