[Ano],[Mês/Ano],[Campo],[Bacia],[Instalação],[Poço],[Estado],[Ambiente],[Produção de Óleo (m³)],[Produção de Gás Associado (Mm³)],[Produção de Gás Não Associado (Mm³)],[Produção de Água (m³)],[Injeção de Gás (Mm³)],[Produção de Condensado (m³)],[Injeção de Água para Recuperação Secundária (m³)],[Injeção de Água para Descarte (m³)],[Injeção de Gás Carbônico (Mm³)],[Injeção de Nitrogênio (Mm³)],[Injeção de Vapor de Água (t)],[Injeção de Polímeros (m³)],[Injeção de Outros Fluidos (m³)]
2023,jan/2023,FOZ DO VAZA-BARRIS,Sergipe,Ponto de Coleta de Foz do Vaza-Barris,3FVB3DSE,Sergipe,TERRA,43,1,0,0,0,,,,,,,,
2023,fev/2023,JOÃO DE BARRO,Potiguar,Estação Coletora de João de Barro (POT-T-302),7JB1RN,Rio Grande do Norte,TERRA,24,0,0,29,0,,,,,,,,
2023,fev/2023,PONTA DO MEL,Potiguar,Estação Coletora de Ponta do Mel,3PML11RN,Rio Grande do Norte,TERRA,1,18,0,0,0,,,,,,,,
2023,mar/2023,SAUÍPE,Recôncavo,Estação Coletora de Fazenda Santo Estevão,3SE3BA,Bahia,TERRA,6,0,0,134,0,,,,,,,,
2023,jan/2023,GALO DE CAMPINA,Potiguar,Estação Coletora Galo de Campina,7GC18RN,Rio Grande do Norte,TERRA,41,1,0,3,0,,,,,,,,
2023,jan/2023,GALO DE CAMPINA,Potiguar,Estação Coletora Galo de Campina,7GC17RN,Rio Grande do Norte,TERRA,28,0,0,3,0,,,,,,,,
2023,jan/2023,GALO DE CAMPINA,Potiguar,Estação Coletora Galo de Campina,7GC15RN,Rio Grande do Norte,TERRA,49,223,0,1,0,,,,,,,,
2023,jan/2023,GALO DE CAMPINA,Potiguar,Estação Coletora Galo de Campina,7GC13RN,Rio Grande do Norte,TERRA,66,1,0,68,0,,,,,,,,
2023,jan/2023,GALO DE CAMPINA,Potiguar,Estação Coletora Galo de Campina,7GC12RN,Rio Grande do Norte,TERRA,43,0,0,28,0,,,,,,,,
2023,jan/2023,GALO DE CAMPINA,Potiguar,Estação Coletora Galo de Campina,7GC10RN,Rio Grande do Norte,TERRA,56,1,0,2,0,,,,,,,,
2023,jan/2023,GALO DE CAMPINA,Potiguar,Estação Coletora Galo de Campina,7GC7RN,Rio Grande do Norte,TERRA,16,8,0,6,0,,,,,,,,
2023,jan/2023,GALO DE CAMPINA,Potiguar,Estação Coletora Galo de Campina,7GC8RN,Rio Grande do Norte,TERRA,59,1,0,18,0,,,,,,,,
2023,jan/2023,GALO DE CAMPINA,Potiguar,Estação Coletora Galo de Campina,7GC1RN,Rio Grande do Norte,TERRA,43,1,0,117,0,,,,,,,,
2023,jan/2023,GALO DE CAMPINA,Potiguar,Estação Coletora Galo de Campina,1UTC3RN,Rio Grande do Norte,TERRA,41,7,0,108,0,,,,,,,,
2023,jan/2023,GALO DE CAMPINA,Potiguar,Estação Coletora Galo de Campina,7GC6RN,Rio Grande do Norte,TERRA,18,0,0,6,0,,,,,,,,
2023,jan/2023,CANDEIAS,Recôncavo,Estação Palmeira,7C214BA,Bahia,TERRA,45,101,0,2,0,,,,,,,,
2023,mar/2023,JOÃO DE BARRO,Potiguar,Estação Coletora de João de Barro (POT-T-302),3AURI9RN,Rio Grande do Norte,TERRA,27,3,0,0,0,,,,,,,,
2023,mar/2023,LAGOA PARDA NORTE,Espírito Santo,Estação Coletora Lagoa Parda,7LPN31ES,Espírito Santo,TERRA,0,65,0,0,0,,,,,,,,
2023,jan/2023,IRERÊ,Potiguar,Ponto de Coleta de Irerê,1MPE8RN,Rio Grande do Norte,TERRA,39,2,0,0,0,,,,,,,,
2023,mar/2023,CEXIS,Recôncavo,Estação Cexis,7CX39BA,Bahia,TERRA,38,7,0,1,0,,,,,,,,
2023,mar/2023,CEXIS,Recôncavo,Estação Cexis,4BRSA867DBA,Bahia,TERRA,40,55,0,3,0,,,,,,,,
2023,mar/2023,CEXIS,Recôncavo,Estação Cexis,4BRSA779DBA,Bahia,TERRA,50,42,0,1,0,,,,,,,,
2023,mar/2023,CEXIS,Recôncavo,Estação Cexis,3BRSA1039DBA,Bahia,TERRA,366,192,0,2,0,,,,,,,,
2023,fev/2023,TAPIRANGA NORTE,Recôncavo,Estação Rio Ventura,7RPJ41BA,Bahia,TERRA,45,26,0,2599,0,,,,,,,,
2023,fev/2023,TAPIRANGA NORTE,Recôncavo,Estação Rio Ventura,7RPJ50BA,Bahia,TERRA,74,25,0,458,0,,,,,,,,
2023,fev/2023,TAPIRANGA NORTE,Recôncavo,Estação Rio Ventura,7RPJ74DBA,Bahia,TERRA,413,10,0,2719,0,,,,,,,,
2023,fev/2023,TAPIRANGA NORTE,Recôncavo,Estação Rio Ventura,7RPJ75DPBA,Bahia,TERRA,95,11,0,2167,0,,,,,,,,
2023,fev/2023,CEXIS,Recôncavo,Estação Cexis,7CX39BA,Bahia,TERRA,36,15,0,1,0,,,,,,,,
2023,fev/2023,CEXIS,Recôncavo,Estação Cexis,4BRSA867DBA,Bahia,TERRA,37,15,0,1,0,,,,,,,,
2023,fev/2023,CEXIS,Recôncavo,Estação Cexis,4BRSA779DBA,Bahia,TERRA,44,53,0,1,0,,,,,,,,
2023,fev/2023,CEXIS,Recôncavo,Estação Cexis,3BRSA1039DBA,Bahia,TERRA,295,91,0,4,0,,,,,,,,
2023,fev/2023,CANDEIAS,Recôncavo,Estação São Paulinho,7C171BA,Bahia,TERRA,19,27,0,0,0,,,,,,,,
2023,mar/2023,CANDEIAS,Recôncavo,Estação São Paulinho,7C171BA,Bahia,TERRA,9,6,0,0,0,,,,,,,,
2023,fev/2023,TIRIBA,Recôncavo,TIRIBA,1GPK4DBA,Bahia,TERRA,734,24,0,0,0,0,0,0,0,0,0,0,0
2023,fev/2023,REDONDA,Potiguar,Estação Coletora de Redonda,1RE2RN,Rio Grande do Norte,TERRA,26,0,0,310,0,,,,,,,,
2023,fev/2023,REDONDA,Potiguar,Estação Coletora de Redonda,3RE15RN,Rio Grande do Norte,TERRA,20,0,0,755,0,,,,,,,,
2023,fev/2023,REDONDA,Potiguar,Estação Coletora de Redonda,3RE16RN,Rio Grande do Norte,TERRA,20,0,0,273,0,,,,,,,,
2023,fev/2023,REDONDA,Potiguar,Estação Coletora de Redonda,3RE17RN,Rio Grande do Norte,TERRA,34,0,0,143,0,,,,,,,,
2023,fev/2023,REDONDA,Potiguar,Estação Coletora de Redonda,7RE58RN,Rio Grande do Norte,TERRA,19,0,0,8,0,,,,,,,,
2023,fev/2023,REDONDA,Potiguar,Estação Coletora de Redonda,7RE29RN,Rio Grande do Norte,TERRA,9,0,0,6,0,,,,,,,,
2023,fev/2023,REDONDA,Potiguar,Estação Coletora de Redonda,7RE33RN,Rio Grande do Norte,TERRA,22,0,0,43,0,,,,,,,,
2023,fev/2023,REDONDA,Potiguar,Estação Coletora de Redonda,7RE38RN,Rio Grande do Norte,TERRA,6,0,0,39,0,,,,,,,,
2023,fev/2023,REDONDA,Potiguar,Estação Coletora de Redonda,3RE19RN,Rio Grande do Norte,TERRA,23,0,0,240,0,,,,,,,,
2023,fev/2023,REDONDA,Potiguar,Estação Coletora de Redonda,4REP4RN,Rio Grande do Norte,TERRA,94,0,0,462,0,,,,,,,,
2023,fev/2023,REDONDA,Potiguar,Estação Coletora de Redonda,3RE9RN,Rio Grande do Norte,TERRA,71,0,0,1858,0,,,,,,,,
2023,fev/2023,REDONDA,Potiguar,Estação Coletora de Redonda,7RE57RN,Rio Grande do Norte,TERRA,51,0,0,0,0,,,,,,,,
2023,fev/2023,REDONDA,Potiguar,Estação Coletora de Redonda,7RE53RN,Rio Grande do Norte,TERRA,58,0,0,1462,0,,,,,,,,
2023,fev/2023,REDONDA,Potiguar,Estação Coletora de Redonda,7RE56RN,Rio Grande do Norte,TERRA,104,0,0,2292,0,,,,,,,,
2023,fev/2023,REDONDA,Potiguar,Estação Coletora de Redonda,7RE46RN,Rio Grande do Norte,TERRA,34,0,0,282,0,,,,,,,,
2023,fev/2023,REDONDA,Potiguar,Estação Coletora de Redonda,7RE45RN,Rio Grande do Norte,TERRA,106,0,0,560,0,,,,,,,,
2023,fev/2023,REDONDA,Potiguar,Estação Coletora de Redonda,7RE44RN,Rio Grande do Norte,TERRA,83,0,0,3435,0,,,,,,,,
2023,fev/2023,REDONDA,Potiguar,Estação Coletora de Redonda,7RE42RN,Rio Grande do Norte,TERRA,13,0,0,629,0,,,,,,,,
2023,fev/2023,REDONDA,Potiguar,Estação Coletora de Redonda,7RE43RN,Rio Grande do Norte,TERRA,69,0,0,1967,0,,,,,,,,
2023,fev/2023,REDONDA,Potiguar,Estação Coletora de Redonda,7RE41RN,Rio Grande do Norte,TERRA,41,0,0,726,0,,,,,,,,
2023,fev/2023,REDONDA,Potiguar,Estação Coletora de Redonda,7RE40RN,Rio Grande do Norte,TERRA,1,0,0,40,0,,,,,,,,
2023,jan/2023,CANDEIAS,Recôncavo,Tanque na Área do Poço C-158,7C158BA,Bahia,TERRA,104,1,0,1,0,,,,,,,,
2023,mar/2023,ALTO DO RODRIGUES,Potiguar,Estação Coletora Alto do Rodrigues A,7ARG566RN,Rio Grande do Norte,TERRA,0,0,0,27,0,,,,,,,,
2023,mar/2023,ICAPUÍ,Potiguar,Estação Coletora Icapui,1IC3CE,Ceará,TERRA,24,0,0,13,0,,,,,,,,
2023,jan/2023,RIO MARIRICU,Espírito Santo,Ponto de Coleta PCU-02,7RM13ES,Espírito Santo,TERRA,8,0,0,35,0,,,,,,,,
2023,jan/2023,RIO MARIRICU,Espírito Santo,Ponto de Coleta PCU-02,7RM12ES,Espírito Santo,TERRA,18,0,0,576,0,,,,,,,,
2023,jan/2023,RIO MARIRICU,Espírito Santo,Ponto de Coleta PCU-02,7RM10ES,Espírito Santo,TERRA,39,0,0,849,0,,,,,,,,
2023,jan/2023,RIO MARIRICU,Espírito Santo,Ponto de Coleta PCU-02,7RM4ES,Espírito Santo,TERRA,45,0,0,483,0,,,,,,,,
2023,jan/2023,TIRIBA,Recôncavo,TIRIBA,1GPK4DBA,Bahia,TERRA,787,26,0,0,0,0,0,0,0,0,0,0,0
2023,mar/2023,DOM JOÃO,Recôncavo,Estação Dom João,7DJ832BA,Bahia,TERRA,36,4,0,3789,0,,,,,,,,
2023,mar/2023,DOM JOÃO,Recôncavo,Estação Dom João,7DJ833BA,Bahia,TERRA,21,0,0,986,0,,,,,,,,
2023,mar/2023,DOM JOÃO,Recôncavo,Estação Dom João,7DJ861BA,Bahia,TERRA,91,0,0,3932,0,,,,,,,,
2023,mar/2023,DOM JOÃO,Recôncavo,Estação Dom João,7DJ893DBA,Bahia,TERRA,63,1,0,1937,0,,,,,,,,
2023,mar/2023,DOM JOÃO,Recôncavo,Estação Dom João,7DJ887DBA,Bahia,TERRA,17,3,0,629,0,,,,,,,,
2023,mar/2023,DOM JOÃO,Recôncavo,Estação Dom João,7DJ888DBA,Bahia,TERRA,1,0,0,59,0,,,,,,,,
2023,mar/2023,DOM JOÃO,Recôncavo,Estação Dom João,7DJ828BA,Bahia,TERRA,43,2,0,1071,0,,,,,,,,
2023,mar/2023,DOM JOÃO,Recôncavo,Estação Dom João,7DJ824BA,Bahia,TERRA,31,0,0,944,0,,,,,,,,
2023,mar/2023,DOM JOÃO,Recôncavo,Estação Marapé,7DJ32BA,Bahia,TERRA,63,0,0,12,0,,,,,,,,
2023,mar/2023,DOM JOÃO,Recôncavo,Estação Marapé,7DJ813HBA,Bahia,TERRA,25,0,0,929,0,,,,,,,,
2023,jan/2023,IRAÚNA,Potiguar,Estação Coletora Iraúna A (EC-IRA-A),1BRSA521RN,Rio Grande do Norte,TERRA,11,1,0,17,0,,,,,,,,
2023,jan/2023,DOM JOÃO,Recôncavo,Estação Dom João,7DJ893DBA,Bahia,TERRA,3,0,0,257,0,,,,,,,,
2023,jan/2023,DOM JOÃO,Recôncavo,Estação Marapé,7DJ32BA,Bahia,TERRA,3,0,0,6,0,,,,,,,,
2023,jan/2023,TUCANO,Espírito Santo,Estação de Coleta e Tratamento de Tucano,1VITA2AES,Espírito Santo,TERRA,29,0,0,95,0,,,,,,,,
2023,jan/2023,TUCANO,Espírito Santo,Estação de Coleta e Tratamento de Tucano,1VITA4ES,Espírito Santo,TERRA,17,0,0,2,0,,,,,,,,
2023,mar/2023,GOMO,Recôncavo,Ponto de Coleta do BSU-1,4BRSA1228DBA,Bahia,TERRA,369,11,0,738,0,,,,,,,,
2023,fev/2023,TAPIRANGA NORTE,Recôncavo,Ponto de Coleta do PC-4,7PC4BA,Bahia,TERRA,69,1,0,110,0,,,,,,,,
2023,fev/2023,ICAPUÍ,Potiguar,Estação Coletora Icapui,1IC3CE,Ceará,TERRA,13,0,0,20,0,,,,,,,,
2023,fev/2023,ICAPUÍ,Potiguar,Estação Coletora Icapui,7IC11CE,Ceará,TERRA,13,0,0,18,0,,,,,,,,
2023,mar/2023,REDONDA,Potiguar,Estação Coletora de Redonda,1RE2RN,Rio Grande do Norte,TERRA,3,0,0,34,0,,,,,,,,
2023,mar/2023,REDONDA,Potiguar,Estação Coletora de Redonda,3RE15RN,Rio Grande do Norte,TERRA,24,0,0,1022,0,,,,,,,,
2023,mar/2023,REDONDA,Potiguar,Estação Coletora de Redonda,3RE16RN,Rio Grande do Norte,TERRA,10,0,0,213,0,,,,,,,,
2023,mar/2023,REDONDA,Potiguar,Estação Coletora de Redonda,3RE17RN,Rio Grande do Norte,TERRA,40,0,0,159,0,,,,,,,,
2023,mar/2023,REDONDA,Potiguar,Estação Coletora de Redonda,7RE38RN,Rio Grande do Norte,TERRA,12,0,0,44,0,,,,,,,,
2023,mar/2023,REDONDA,Potiguar,Estação Coletora de Redonda,7RE29RN,Rio Grande do Norte,TERRA,18,0,0,621,0,,,,,,,,
2023,mar/2023,REDONDA,Potiguar,Estação Coletora de Redonda,7RE33RN,Rio Grande do Norte,TERRA,23,0,0,49,0,,,,,,,,
2023,mar/2023,REDONDA,Potiguar,Estação Coletora de Redonda,7RE58RN,Rio Grande do Norte,TERRA,14,0,0,377,0,,,,,,,,
2023,mar/2023,REDONDA,Potiguar,Estação Coletora de Redonda,3RE19RN,Rio Grande do Norte,TERRA,21,0,0,205,0,,,,,,,,
2023,mar/2023,REDONDA,Potiguar,Estação Coletora de Redonda,4REP4RN,Rio Grande do Norte,TERRA,109,0,0,467,0,,,,,,,,
2023,mar/2023,REDONDA,Potiguar,Estação Coletora de Redonda,3RE9RN,Rio Grande do Norte,TERRA,102,0,0,2343,0,,,,,,,,
2023,mar/2023,REDONDA,Potiguar,Estação Coletora de Redonda,7RE40RN,Rio Grande do Norte,TERRA,3,0,0,143,0,,,,,,,,
2023,mar/2023,REDONDA,Potiguar,Estação Coletora de Redonda,7RE57RN,Rio Grande do Norte,TERRA,53,0,0,1116,0,,,,,,,,
2023,mar/2023,REDONDA,Potiguar,Estação Coletora de Redonda,7RE53RN,Rio Grande do Norte,TERRA,32,0,0,1372,0,,,,,,,,
2023,mar/2023,REDONDA,Potiguar,Estação Coletora de Redonda,7RE56RN,Rio Grande do Norte,TERRA,107,0,0,2077,0,,,,,,,,
2023,mar/2023,REDONDA,Potiguar,Estação Coletora de Redonda,7RE46RN,Rio Grande do Norte,TERRA,36,0,0,263,0,,,,,,,,
2023,mar/2023,REDONDA,Potiguar,Estação Coletora de Redonda,7RE45RN,Rio Grande do Norte,TERRA,113,0,0,504,0,,,,,,,,
2023,mar/2023,REDONDA,Potiguar,Estação Coletora de Redonda,7RE44RN,Rio Grande do Norte,TERRA,69,0,0,2356,0,,,,,,,,
2023,mar/2023,REDONDA,Potiguar,Estação Coletora de Redonda,7RE42RN,Rio Grande do Norte,TERRA,29,0,0,696,0,,,,,,,,
2023,mar/2023,REDONDA,Potiguar,Estação Coletora de Redonda,7RE43RN,Rio Grande do Norte,TERRA,85,0,0,2035,0,,,,,,,,
2023,mar/2023,REDONDA,Potiguar,Estação Coletora de Redonda,7RE41RN,Rio Grande do Norte,TERRA,47,0,0,638,0,,,,,,,,
2023,fev/2023,MARIRICU,Espírito Santo,Estação Coletora de Mariricu-02,3MA2ES,Espírito Santo,TERRA,69,0,0,13,0,,,,,,,,
2023,fev/2023,CANDEIAS,Recôncavo,Tanque na Área do Poço C-158,7C158BA,Bahia,TERRA,147,2,0,2,0,,,,,,,,
2023,jan/2023,ICAPUÍ,Potiguar,Estação Coletora Icapui,1IC3CE,Ceará,TERRA,4,0,0,17,0,,,,,,,,
2023,jan/2023,ICAPUÍ,Potiguar,Estação Coletora Icapui,7IC11CE,Ceará,TERRA,3,0,0,7,0,,,,,,,,
2023,jan/2023,REDONDA,Potiguar,Estação Coletora de Redonda,1RE2RN,Rio Grande do Norte,TERRA,29,0,0,332,0,,,,,,,,
2023,jan/2023,REDONDA,Potiguar,Estação Coletora de Redonda,3RE15RN,Rio Grande do Norte,TERRA,22,0,0,809,0,,,,,,,,
2023,jan/2023,REDONDA,Potiguar,Estação Coletora de Redonda,3RE16RN,Rio Grande do Norte,TERRA,22,0,0,297,0,,,,,,,,
2023,jan/2023,REDONDA,Potiguar,Estação Coletora de Redonda,7RE38RN,Rio Grande do Norte,TERRA,7,0,0,42,0,,,,,,,,
2023,jan/2023,REDONDA,Potiguar,Estação Coletora de Redonda,7RE29RN,Rio Grande do Norte,TERRA,9,0,0,6,0,,,,,,,,
2023,jan/2023,REDONDA,Potiguar,Estação Coletora de Redonda,7RE58RN,Rio Grande do Norte,TERRA,21,0,0,8,0,,,,,,,,
2023,jan/2023,REDONDA,Potiguar,Estação Coletora de Redonda,3RE19RN,Rio Grande do Norte,TERRA,26,0,0,258,0,,,,,,,,
2023,jan/2023,REDONDA,Potiguar,Estação Coletora de Redonda,4REP4RN,Rio Grande do Norte,TERRA,104,0,0,495,0,,,,,,,,
2023,fev/2023,PONTA DO MEL,Potiguar,Estação Coletora de Ponta do Mel,7PML14RN,Rio Grande do Norte,TERRA,18,0,0,82,0,,,,,,,,
2023,fev/2023,PONTA DO MEL,Potiguar,Estação Coletora de Ponta do Mel,1RO1RN,Rio Grande do Norte,TERRA,38,0,0,531,0,,,,,,,,
2023,fev/2023,PONTA DO MEL,Potiguar,Estação Coletora de Ponta do Mel,7PML18RN,Rio Grande do Norte,TERRA,33,0,0,712,0,,,,,,,,
2023,fev/2023,PONTA DO MEL,Potiguar,Estação Coletora de Ponta do Mel,7PML16RN,Rio Grande do Norte,TERRA,24,0,0,237,0,,,,,,,,
2023,fev/2023,PONTA DO MEL,Potiguar,Estação Coletora de Ponta do Mel,7PML40RN,Rio Grande do Norte,TERRA,4,0,0,1,0,,,,,,,,
2023,fev/2023,PONTA DO MEL,Potiguar,Estação Coletora de Ponta do Mel,7PML20RN,Rio Grande do Norte,TERRA,42,0,0,1949,0,,,,,,,,
2023,fev/2023,PONTA DO MEL,Potiguar,Estação Coletora de Ponta do Mel,7PML42RN,Rio Grande do Norte,TERRA,270,0,0,6,0,,,,,,,,
2023,fev/2023,PONTA DO MEL,Potiguar,Estação Coletora de Ponta do Mel,7PML41RN,Rio Grande do Norte,TERRA,40,0,0,559,0,,,,,,,,
2023,fev/2023,PONTA DO MEL,Potiguar,Estação Coletora de Ponta do Mel,7PML35RN,Rio Grande do Norte,TERRA,55,0,0,76,0,,,,,,,,
2023,fev/2023,PONTA DO MEL,Potiguar,Estação Coletora de Ponta do Mel,7PML27RN,Rio Grande do Norte,TERRA,37,8,0,512,0,,,,,,,,
2023,fev/2023,PONTA DO MEL,Potiguar,Estação Coletora de Ponta do Mel,7PML34RN,Rio Grande do Norte,TERRA,304,0,0,1369,0,,,,,,,,
2023,fev/2023,PONTA DO MEL,Potiguar,Estação Coletora de Ponta do Mel,7PML38RN,Rio Grande do Norte,TERRA,154,0,0,18,0,,,,,,,,
2023,fev/2023,PONTA DO MEL,Potiguar,Estação Coletora de Ponta do Mel,7PML37RN,Rio Grande do Norte,TERRA,61,0,0,165,0,,,,,,,,
2023,fev/2023,PONTA DO MEL,Potiguar,Estação Coletora de Ponta do Mel,7PML39RN,Rio Grande do Norte,TERRA,112,0,0,1015,0,,,,,,,,
2023,mar/2023,LAGOA PIABANHA,Espírito Santo,Estação Coletora Lagoa Parda,7LPB22ES,Espírito Santo,TERRA,111,4,0,93,0,,,,,,,,
2023,mar/2023,LAGOA PIABANHA,Espírito Santo,Estação Coletora Lagoa Parda,7LPB11ES,Espírito Santo,TERRA,117,5,0,915,0,,,,,,,,
2023,mar/2023,TIRIBA,Recôncavo,TIRIBA,1GPK4DBA,Bahia,TERRA,769,25,0,0,0,0,0,0,0,0,0,0,0
2023,jan/2023,TAPIRANGA NORTE,Recôncavo,Ponto de Coleta do PC-4,7PC4BA,Bahia,TERRA,65,5,0,113,0,,,,,,,,
2023,fev/2023,RIO MARIRICU,Espírito Santo,Ponto de Coleta PCU-02,7RM4ES,Espírito Santo,TERRA,45,0,0,543,0,,,,,,,,
2023,fev/2023,RIO MARIRICU,Espírito Santo,Ponto de Coleta PCU-02,7RM10ES,Espírito Santo,TERRA,26,0,0,570,0,,,,,,,,
2023,fev/2023,RIO MARIRICU,Espírito Santo,Ponto de Coleta PCU-02,7RM12ES,Espírito Santo,TERRA,17,0,0,675,0,,,,,,,,
2023,mar/2023,ÁGUIA REAL,Espírito Santo,Estação Coletora do Poço 1-IMET-27-ES,1IMET27ES,Espírito Santo,TERRA,132,3,0,27,0,,,,,,,,
2023,fev/2023,ESTREITO,Potiguar,Estação Coletora Rio Panon A,7ET1677RN,Rio Grande do Norte,TERRA,2,0,0,33,0,,,,,,,,
2023,fev/2023,ESTREITO,Potiguar,Estação Coletora Estreito A,7ET650HRN,Rio Grande do Norte,TERRA,0,0,0,2,0,,,,,,,,
2023,jan/2023,ÁGUA GRANDE,Recôncavo,Estação Rio Ventura,7AG383DBA,Bahia,TERRA,231,17,0,5284,0,,,,,,,,
2023,jan/2023,ÁGUA GRANDE,Recôncavo,Estação Rio Ventura,7AG381DPBA,Bahia,TERRA,121,6,0,1546,0,,,,,,,,
2023,jan/2023,ÁGUA GRANDE,Recôncavo,Estação Rio Ventura,7AG87BA,Bahia,TERRA,198,17,0,1838,0,,,,,,,,
2023,jan/2023,ÁGUA GRANDE,Recôncavo,Estação Rio Ventura,7AG214BA,Bahia,TERRA,3,0,0,116,0,,,,,,,,
2023,jan/2023,ÁGUA GRANDE,Recôncavo,Estação Rio Ventura,7AG265BA,Bahia,TERRA,168,8,0,3568,0,,,,,,,,
2023,jan/2023,ESTREITO,Potiguar,Estação Coletora Estreito A,7ET765HRN,Rio Grande do Norte,TERRA,0,0,0,0,0,,,,,,,,
2023,jan/2023,ESTREITO,Potiguar,Estação Coletora Rio Panon A,7ET1636DRN,Rio Grande do Norte,TERRA,0,0,0,0,0,,,,,,,,
2023,jan/2023,ALTO DO RODRIGUES,Potiguar,Estação Coletora Alto do Rodrigues  B,7ARG224RN,Rio Grande do Norte,TERRA,0,0,0,0,0,,,,,,,,
2023,jan/2023,CASSARONGONGO,Recôncavo,Estação Nova Cassarongongo,7CS33BA,Bahia,TERRA,6,0,0,6986,0,,,,,,,,
2023,jan/2023,CASSARONGONGO,Recôncavo,Estação Nova Cassarongongo,7CS43BA,Bahia,TERRA,11,0,0,676,0,,,,,,,,
2023,fev/2023,ESTREITO,Potiguar,Estação Coletora Rio Panon A,7ET1685RN,Rio Grande do Norte,TERRA,0,0,0,10,0,,,,,,,,
2023,mar/2023,CASSARONGONGO,Recôncavo,Estação Nova Cassarongongo,7CS249DBA,Bahia,TERRA,162,0,0,2696,0,,,,,,,,
2023,mar/2023,CASSARONGONGO,Recôncavo,Estação Nova Cassarongongo,7CS43BA,Bahia,TERRA,16,0,0,720,0,,,,,,,,
2023,mar/2023,CASSARONGONGO,Recôncavo,Estação Nova Cassarongongo,7CS33BA,Bahia,TERRA,23,0,0,7678,0,,,,,,,,
2023,jan/2023,MIRANGA,Recôncavo,Estação Coletora Miranga B,8MG126BA,Bahia,TERRA,2,0,0,771,0,,,,,,,,
2023,jan/2023,ANGICO,Potiguar,Estação Coletora de Pereiro (SDM),1BRSA7RN,Rio Grande do Norte,TERRA,0,0,0,0,0,,,,,,,,
